factor,horizon,quintile,sample_count,avg_forward_return,median_forward_return,win_rate,avg_forward_drawdown,drawdown_hit_rate_3pct
downside_semivariance_20d,10,5,412,0.014489100797626718,0.017862737258325767,0.6504854368932039,0.02100065848261861,0.2645631067961165
downside_semivariance_20d,20,1,410,0.011318875202100924,0.025319353602403782,0.6634146341463415,0.02116097251797486,0.24878048780487805
downside_semivariance_20d,20,2,414,0.01102184799549596,0.011754952695379517,0.6183574879227053,0.023767867131648718,0.2946859903381642
downside_semivariance_20d,20,3,405,0.010474664586395498,0.013872455095446323,0.6518518518518519,0.025992094982020812,0.3135802469135803
downside_semivariance_20d,20,4,410,0.006093148302945569,0.008714869687333815,0.6024390243902439,0.029032988222606144,0.4024390243902439
downside_semivariance_20d,20,5,410,0.027592634851916414,0.03323060251160859,0.6951219512195121,0.02723139015508049,0.3439024390243902
above200_failure_days,1,1,2087,0.0006325954741071646,0.0013795781730383538,0.5754671777671299,0.003059959594826576,0.008145663632007666
above200_failure_days,5,1,2083,0.003169306429554685,0.004261857504936906,0.5885741718674988,0.01076410029649077,0.1027364378300528
above200_failure_days,10,1,2078,0.00634719838123415,0.008225575340553903,0.6140519730510106,0.01699220519332939,0.20115495668912417
above200_failure_days,20,1,2068,0.012846369056602497,0.01653943128687474,0.6411992263056093,0.02565319863177787,0.3254352030947776
above50_failure_days,1,1,2087,0.0006325954741071646,0.0013795781730383538,0.5754671777671299,0.003059959594826576,0.008145663632007666
above50_failure_days,5,1,2083,0.003169306429554685,0.004261857504936906,0.5885741718674988,0.01076410029649077,0.1027364378300528
above50_failure_days,10,1,2078,0.00634719838123415,0.008225575340553903,0.6140519730510106,0.01699220519332939,0.20115495668912417
above50_failure_days,20,1,2068,0.012846369056602497,0.01653943128687474,0.6411992263056093,0.02565319863177787,0.3254352030947776
